1 1 0.608637 0.369886
1 1 0.0395828 0.710165
1 1 0.907816 0.153177
1 1 0.471169 0.460001
1 1 0.213027 0.585493
1 1 0.408969 0.753277
1 1 0.65611 0.466986
1 1 0.95393 0.345726
1 1 0.452084 0.54806
1 1 0.120823 0.552181
1 1 0.087972 0.623376
1 1 0.220515 0.607053
1 1 0.946877 0.311878
1 1 0.190657 0.535933
1 1 0.547248 0.282494
1 1 0.940859 0.283778
1 1 0.453705 0.540267
1 1 0.639653 0.438708
1 1 0.0686753 0.665809
1 1 0.411346 0.742884
1 1 0.376826 0.868332
1 1 0.95238 0.338222
1 1 0.0718819 0.65919
1 1 0.792089 0.226171
1 1 0.210547 0.578843
1 1 0.197121 0.547715
1 1 0.470349 0.463574
1 1 0.724875 0.443576
1 1 0.851683 0.0836069
1 1 0.408363 0.755898
1 1 0.889778 0.10686
1 1 0.46032 0.508957
1 1 0.447946 0.568119
1 1 0.797594 0.207116
1 1 0.931489 0.24207
1 1 0.660973 0.473397
1 1 0.206563 0.568725
1 1 0.587599 0.325009
1 1 0.614903 0.384315
1 1 0.658647 0.470457
1 1 0.708422 0.472773
1 1 0.702875 0.479296
1 1 0.879163 0.089897
1 1 0.655299 0.46582
1 1 0.893532 0.114742
1 1 0.426411 0.673187
1 1 0.596158 0.342236
1 1 0.347237 0.917756
1 1 0.0660634 0.671012
1 1 0.664833 0.477746
1 1 0.758583 0.346057
1 1 0.44289 0.592836
1 1 0.617213 0.389649
1 1 0.830465 0.11406
1 1 0.234979 0.653924
1 1 0.82776 0.119885
1 1 0.0275864 0.717037
1 1 0.705328 0.476625
1 1 0.552634 0.283366
1 1 0.879269 0.0900278
1 1 0.11369 0.566035
1 1 0.442412 0.595179
1 1 0.339589 0.920357
1 1 0.561636 0.288513
1 1 0.240005 0.671405
1 1 0.271078 0.782862
1 1 0.222609 0.613448
1 1 0.446569 0.574832
1 1 0.858677 0.0800831
1 1 0.837512 0.100841
1 1 0.105216 0.584048
1 1 0.567099 0.293728
1 1 0.540387 0.283923
1 1 0.984379 0.493186
1 1 0.222397 0.612795
1 1 0.43392 0.636804
1 1 0.41079 0.745334
1 1 0.818555 0.142527
1 1 0.781157 0.265334
1 1 0.476853 0.435922
1 1 0.483388 0.409872
1 1 0.53974 0.284208
1 1 0.919743 0.194529
1 1 0.100601 0.594359
1 1 0.370206 0.884649
1 1 0.154722 0.512737
1 1 0.928361 0.228835
1 1 0.397792 0.799175
1 1 0.860049 0.0797953
1 1 0.480995 0.419195
1 1 0.277061 0.803207
1 1 0.97374 0.442547
1 1 0.923406 0.208703
1 1 0.616651 0.388352
1 1 0.535376 0.286826
1 1 0.163412 0.511684
1 1 0.887729 0.102968
1 1 0.757985 0.348107
1 1 0.609981 0.372967
1 1 0.746406 0.385938
1 1 0.595497 0.340843
1 1 0.715197 0.462489
1 1 0.313505 0.898473
1 1 0.135884 0.52846
1 1 0.699576 0.482351
1 1 0.535902 0.286446
1 1 0.569803 0.296851
1 1 0.110365 0.572931
1 1 0.354457 0.911409
1 1 0.35096 0.914955
1 1 0.587219 0.32429
1 1 0.837845 0.100288
1 1 0.890701 0.108708
1 1 0.506961 0.333816
1 1 0.938447 0.272774
1 1 0.260906 0.746781
1 1 0.661683 0.474248
1 1 0.866807 0.0803458
1 1 0.658698 0.470523
1 1 0.521732 0.302912
1 1 0.347802 0.917396
1 1 0.93576 0.260725
1 1 0.495472 0.367079
1 1 0.271208 0.783313
1 1 0.55241 0.283296
1 1 0.0308479 0.715961
1 1 0.43462 0.633379
1 1 0.44014 0.606327
1 1 0.788832 0.237697
1 1 0.0446011 0.705042
1 1 0.186546 0.529603
1 1 0.384329 0.846473
1 1 0.759798 0.341877
1 1 0.50005 0.352904
1 1 0.520213 0.30545
1 1 0.459374 0.51338
1 1 0.0359526 0.713073
1 1 0.0900162 0.61866
1 1 0.569739 0.296773
1 1 0.39041 0.826315
1 1 0.440977 0.602219
1 1 0.156958 0.512071
1 1 0.228255 0.6314
1 1 0.331677 0.91863
1 1 0.663919 0.476778
1 1 0.166702 0.51238
1 1 0.592584 0.334819
1 1 0.325602 0.91433
1 1 0.0335093 0.714635
1 1 0.251282 0.711864
1 1 0.847335 0.0874953
1 1 0.381311 0.85568
1 1 0.187041 0.530317
1 1 0.342807 0.919779
1 1 0.65252 0.46163
1 1 0.739452 0.406625
1 1 0.373655 0.876508
1 1 0.0871401 0.625291
1 1 0.179591 0.521028
1 1 0.162487 0.511598
1 1 0.131741 0.53412
1 1 0.366137 0.893223
1 1 0.546816 0.282499
1 1 0.891539 0.110438
1 1 0.866187 0.0801582
1 1 0.0670292 0.669109
1 1 0.350913 0.914997
1 1 0.90214 0.136357
1 1 0.157045 0.512051
1 1 0.920652 0.197986
1 1 0.29255 0.850892
1 1 0.598022 0.346213
1 1 0.0776096 0.646843
1 1 0.520806 0.304442
1 1 0.929699 0.234451
1 1 0.741529 0.400632
1 1 0.687508 0.48825
1 1 0.522283 0.30203
1 1 0.0671308 0.668907
1 1 0.721017 0.451691
1 1 0.773564 0.29291
1 1 0.914465 0.175282
1 1 0.102328 0.590469
1 1 0.960606 0.378306
1 1 0.257272 0.733628
1 1 0.754848 0.35871
1 1 0.700058 0.481944
1 1 0.630927 0.420569
1 1 0.841988 0.0939965
1 1 0.879649 0.0904988
1 1 0.793414 0.221531
