1000
2 1 0.304063 0.926939 0
2 1 0.0922113 0.810216 0
2 1 0.314837 0.972038 0
2 1 0.506825 0.173817 1
2 1 0.00829144 0.403043 0
2 1 0.0755172 0.579842 0
2 1 0.289865 0.39911 0
2 1 0.697796 0.860549 0
2 1 0.579094 0.50087 0
2 1 0.365159 0.986798 0
2 1 0.630692 0.504441 0
2 1 0.570193 0.876677 0
2 1 0.887978 0.30553 1
2 1 0.854024 0.21878 1
2 1 0.687504 0.512398 0
2 1 0.398976 0.991567 0
2 1 0.439337 0.491187 0
2 1 0.801783 0.754173 0
2 1 0.463225 0.308609 0
2 1 0.92799 0.471517 1
2 1 0.711652 0.00350717 1
2 1 0.0513585 0.001517 1
2 1 0.402617 0.749154 1
2 1 0.862066 0.981712 0
2 1 0.250024 0.227225 1
2 1 0.96851 0.880717 0
2 1 0.731667 0.538703 1
2 1 0.757394 0.619645 0
2 1 0.844233 0.611418 1
2 1 0.838424 0.531737 1
2 1 0.123816 0.2374 1
2 1 0.523303 0.563153 0
2 1 0.728587 0.325086 1
2 1 0.317326 0.191813 1
2 1 0.633695 0.245316 1
2 1 0.663329 0.345347 1
2 1 0.248823 0.714688 0
2 1 0.346864 0.651441 1
2 1 0.463842 0.20893 0
2 1 0.633153 0.713866 1
2 1 0.436155 0.601663 1
2 1 0.594583 0.167822 1
2 1 0.140365 0.351977 1
2 1 0.787467 0.984598 0
2 1 0.963394 0.625891 0
2 1 0.516334 0.0872101 1
2 1 0.863291 0.0396376 1
2 1 0.650363 0.591879 0
2 1 0.364724 0.967689 0
2 1 0.783691 0.998418 0
2 1 0.213004 0.44702 0
2 1 0.343765 0.461827 0
2 1 0.161708 0.690629 0
2 1 0.113268 0.62555 0
2 1 0.899558 0.746421 0
2 1 0.339416 0.335714 0
2 1 0.348083 0.933999 0
2 1 0.503536 0.488449 0
2 1 0.285975 0.291003 1
2 1 0.473047 0.24937 0
2 1 0.916893 0.989381 0
2 1 0.33658 0.780185 1
